filename,duration,totalBusyTime
.\TestInstances\a2\n1000 t1000 LonLr\cap100_n1000_t1000_LonLr_1.txt,230,28786
.\TestInstances\a2\n1000 t1000 LonLr\cap100_n1000_t1000_LonLr_2.txt,200,31307
.\TestInstances\a2\n1000 t1000 LonLr\cap100_n1000_t1000_LonLr_3.txt,158,29922
.\TestInstances\a2\n1000 t1000 LonLr\cap100_n1000_t1000_LonLr_4.txt,142,29481
.\TestInstances\a2\n1000 t1000 LonLr\cap100_n1000_t1000_LonLr_5.txt,123,29734
.\TestInstances\a2\n1000 t1000 LonSm\cap100_n1000_t1000_LonSm_1.txt,113,20436
.\TestInstances\a2\n1000 t1000 LonSm\cap100_n1000_t1000_LonSm_2.txt,111,20809
.\TestInstances\a2\n1000 t1000 LonSm\cap100_n1000_t1000_LonSm_3.txt,104,20971
.\TestInstances\a2\n1000 t1000 LonSm\cap100_n1000_t1000_LonSm_4.txt,105,19951
.\TestInstances\a2\n1000 t1000 LonSm\cap100_n1000_t1000_LonSm_5.txt,103,20188
.\TestInstances\a2\n1000 t1000 ShLr\cap100_n1000_t1000_ShLr_1.txt,113,17907
.\TestInstances\a2\n1000 t1000 ShLr\cap100_n1000_t1000_ShLr_2.txt,91,17287
.\TestInstances\a2\n1000 t1000 ShLr\cap100_n1000_t1000_ShLr_3.txt,116,17400
.\TestInstances\a2\n1000 t1000 ShLr\cap100_n1000_t1000_ShLr_4.txt,105,18481
.\TestInstances\a2\n1000 t1000 ShLr\cap100_n1000_t1000_ShLr_5.txt,95,18394
.\TestInstances\a2\n1000 t1000 ShSm\cap100_n1000_t1000_ShSm_1.txt,83,12647
.\TestInstances\a2\n1000 t1000 ShSm\cap100_n1000_t1000_ShSm_2.txt,93,11891
.\TestInstances\a2\n1000 t1000 ShSm\cap100_n1000_t1000_ShSm_3.txt,84,13605
.\TestInstances\a2\n1000 t1000 ShSm\cap100_n1000_t1000_ShSm_4.txt,88,12163
.\TestInstances\a2\n1000 t1000 ShSm\cap100_n1000_t1000_ShSm_5.txt,85,11842
.\TestInstances\a2\n1000 t1200 LonLr\cap100_n1000_t1200_LonLr_1.txt,107,30909
.\TestInstances\a2\n1000 t1200 LonLr\cap100_n1000_t1200_LonLr_2.txt,105,30974
.\TestInstances\a2\n1000 t1200 LonLr\cap100_n1000_t1200_LonLr_3.txt,115,29894
.\TestInstances\a2\n1000 t1200 LonLr\cap100_n1000_t1200_LonLr_4.txt,105,29367
.\TestInstances\a2\n1000 t1200 LonLr\cap100_n1000_t1200_LonLr_5.txt,106,31159
.\TestInstances\a2\n1000 t1200 LonSm\cap100_n1000_t1200_LonSm_1.txt,95,21639
.\TestInstances\a2\n1000 t1200 LonSm\cap100_n1000_t1200_LonSm_2.txt,105,20892
.\TestInstances\a2\n1000 t1200 LonSm\cap100_n1000_t1200_LonSm_3.txt,104,22549
.\TestInstances\a2\n1000 t1200 LonSm\cap100_n1000_t1200_LonSm_4.txt,97,20760
.\TestInstances\a2\n1000 t1200 LonSm\cap100_n1000_t1200_LonSm_5.txt,103,22521
.\TestInstances\a2\n1000 t1200 ShLr\cap100_n1000_t1200_ShLr_1.txt,90,17447
.\TestInstances\a2\n1000 t1200 ShLr\cap100_n1000_t1200_ShLr_2.txt,94,18377
.\TestInstances\a2\n1000 t1200 ShLr\cap100_n1000_t1200_ShLr_3.txt,95,18508
.\TestInstances\a2\n1000 t1200 ShLr\cap100_n1000_t1200_ShLr_4.txt,87,18358
.\TestInstances\a2\n1000 t1200 ShLr\cap100_n1000_t1200_ShLr_5.txt,89,18136
.\TestInstances\a2\n1000 t1200 ShSm\cap100_n1000_t1200_ShSm_1.txt,81,13459
.\TestInstances\a2\n1000 t1200 ShSm\cap100_n1000_t1200_ShSm_2.txt,82,12489
.\TestInstances\a2\n1000 t1200 ShSm\cap100_n1000_t1200_ShSm_3.txt,94,13014
.\TestInstances\a2\n1000 t1200 ShSm\cap100_n1000_t1200_ShSm_4.txt,93,12429
.\TestInstances\a2\n1000 t1200 ShSm\cap100_n1000_t1200_ShSm_5.txt,87,13319
.\TestInstances\a2\n500 t500 LonLr\cap100_n500_t500_LonLr_1.txt,95,13700
.\TestInstances\a2\n500 t500 LonLr\cap100_n500_t500_LonLr_2.txt,84,13724
.\TestInstances\a2\n500 t500 LonLr\cap100_n500_t500_LonLr_3.txt,82,13892
.\TestInstances\a2\n500 t500 LonLr\cap100_n500_t500_LonLr_4.txt,109,14261
.\TestInstances\a2\n500 t500 LonLr\cap100_n500_t500_LonLr_5.txt,88,13943
.\TestInstances\a2\n500 t500 LonSm\cap100_n500_t500_LonSm_1.txt,73,9858
.\TestInstances\a2\n500 t500 LonSm\cap100_n500_t500_LonSm_2.txt,70,10135
.\TestInstances\a2\n500 t500 LonSm\cap100_n500_t500_LonSm_3.txt,72,9896
.\TestInstances\a2\n500 t500 LonSm\cap100_n500_t500_LonSm_4.txt,86,10351
.\TestInstances\a2\n500 t500 LonSm\cap100_n500_t500_LonSm_5.txt,75,10405
.\TestInstances\a2\n500 t500 ShLr\cap100_n500_t500_ShLr_1.txt,70,8056
.\TestInstances\a2\n500 t500 ShLr\cap100_n500_t500_ShLr_2.txt,66,8158
.\TestInstances\a2\n500 t500 ShLr\cap100_n500_t500_ShLr_3.txt,64,7966
.\TestInstances\a2\n500 t500 ShLr\cap100_n500_t500_ShLr_4.txt,72,8191
.\TestInstances\a2\n500 t500 ShLr\cap100_n500_t500_ShLr_5.txt,67,8242
.\TestInstances\a2\n500 t500 ShSm\cap100_n500_t500_ShSm_1.txt,63,6095
.\TestInstances\a2\n500 t500 ShSm\cap100_n500_t500_ShSm_2.txt,56,5451
.\TestInstances\a2\n500 t500 ShSm\cap100_n500_t500_ShSm_3.txt,59,5832
.\TestInstances\a2\n500 t500 ShSm\cap100_n500_t500_ShSm_4.txt,60,5951
.\TestInstances\a2\n500 t500 ShSm\cap100_n500_t500_ShSm_5.txt,59,5635
.\TestInstances\a2\n500 t600 LonLr\cap100_n500_t600_LonLr_1.txt,80,15282
.\TestInstances\a2\n500 t600 LonLr\cap100_n500_t600_LonLr_2.txt,78,14619
.\TestInstances\a2\n500 t600 LonLr\cap100_n500_t600_LonLr_3.txt,75,14592
.\TestInstances\a2\n500 t600 LonLr\cap100_n500_t600_LonLr_4.txt,76,13812
.\TestInstances\a2\n500 t600 LonLr\cap100_n500_t600_LonLr_5.txt,79,14046
.\TestInstances\a2\n500 t600 LonSm\cap100_n500_t600_LonSm_1.txt,68,10875
.\TestInstances\a2\n500 t600 LonSm\cap100_n500_t600_LonSm_2.txt,65,9854
