Iteration,TotalBusyTime
0,21669
1,21669
2,21669
3,21669
4,21669
5,21669
6,21669
7,21669
8,21669
9,21669
10,21669
11,21669
12,21669
13,21669
14,21669
15,21669
16,21669
17,21669
18,21669
19,21669
20,21669
21,21669
22,21669
23,21669
24,21669
25,21669
26,21669
27,21669
28,21669
29,21669
30,21669
31,21669
32,21669
33,21669
34,21669
35,21669
36,21669
37,21669
38,21669
39,21669
40,21669
41,21669
42,21669
43,21669
44,21669
45,21669
46,21669
47,21669
48,21669
49,21669
50,21669
51,21669
52,21669
53,21669
54,21669
55,21669
56,21669
57,21669
58,21669
59,21669
60,21669
61,21669
62,21669
63,21669
64,21669
65,21669
66,21669
67,21669
68,21669
69,21669
70,21662
71,21662
72,21662
73,21662
74,21662
75,21662
76,21662
77,21662
78,21662
79,21662
80,21662
81,21662
82,21662
83,21662
84,21662
85,21662
86,21662
87,21662
88,21662
89,21662
90,21662
91,21662
92,21662
93,21662
94,21662
95,21662
96,21662
97,21662
98,21662
99,21662
100,21662
101,21662
102,21662
103,21662
104,21662
105,21662
106,21662
107,21662
108,21662
109,21662
110,21662
111,21662
112,21662
113,21662
114,21662
115,21662
116,21662
117,21662
118,21662
119,21662
120,21662
121,21662
122,21662
123,21662
124,21662
125,21662
126,21662
127,21662
128,21662
129,21662
130,21662
131,21662
132,21662
133,21662
134,21662
135,21662
136,21662
137,21662
138,21662
139,21662
140,21662
141,21662
142,21662
143,21662
144,21662
145,21662
146,21662
147,21662
148,21662
149,21662
150,21662
151,21662
152,21662
153,21662
154,21662
155,21662
156,21662
157,21662
158,21662
159,21662
160,21662
161,21662
162,21662
163,21662
164,21662
165,21662
166,21662
167,21662
168,21662
169,21662
170,21662
171,21662
172,21662
173,21662
174,21634
175,21634
176,21634
177,21634
178,21634
179,21634
180,21634
181,21634
182,21634
183,21634
184,21634
185,21634
186,21634
187,21634
188,21634
189,21634
190,21634
191,21634
192,21634
193,21634
194,21634
195,21634
196,21634
197,21634
198,21634
199,21634
200,21634
201,21634
202,21634
203,21634
204,21634
205,21634
206,21634
207,21634
208,21634
209,21634
210,21634
211,21634
212,21634
213,21634
214,21634
215,21634
216,21634
217,21634
218,21634
219,21634
220,21634
221,21634
222,21634
223,21634
224,21634
225,21634
226,21634
227,21634
228,21634
229,21634
230,21634
231,21634
232,21634
233,21634
234,21634
235,21634
236,21634
237,21634
238,21634
239,21634
240,21634
241,21634
242,21634
243,21634
244,21634
245,21634
246,21634
247,21634
248,21634
249,21634
250,21634
251,21634
252,21634
253,21634
254,21634
255,21634
256,21634
257,21634
258,21634
